legacy_chunk_id,legacy_citation,legacy_type,qa_count,mapping_status,mapping_method,parent_id,parent_canonical_citation,match_score,cosine_similarity,source_token_coverage,score_margin,candidate_parent_ids
CHUNK_0076,"Article 4(6)(b) is understood as covering persons engaged in manufacturing of an aircraft, or any equipment or part thereof under the oversight of a Member State or of EASA, who are directly involved in the production of aeronautical items, have the role to verify compliance with applicable design data and the responsibility to perform investigations with the holder of the type-certificate or design approval in order to identify if those deviations could lead to an unsafe condition.",ARTICLE,7,auto_mapped,legacy_contained_by_parent,GM_EU_376_2014_SEC_2_2,GM 2.2,0.912663,0.708876,1.0,0.254695,GM_EU_376_2014_SEC_2_2;EU_376_2014_RECITALS;EU_2015_1018_ANNEX_II;GM_EU_376_2014_SEC_3_6;GM_EU_376_2014_SEC_2_13
CHUNK_0077,"Article 4(6)(b) is also understood as covering persons engaged in designing an aircraft, or any equipment or part thereof under the oversight of a Member State or of EASA, who are in charge of the process to identify unsafe or potential unsafe conditions for the holder of a typecertificate, restricted type-certificate, supplemental type-certificate, ETSO authorisation, major repair design approval or any other relevant approval deemed to have been issued under Commission Regulation (EU) No 748/2012.",ARTICLE,3,auto_mapped,legacy_contained_by_parent,GM_EU_376_2014_SEC_2_2,GM 2.2,0.880432,0.60144,1.0,0.221387,GM_EU_376_2014_SEC_2_2;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_3_6;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_2_3
CHUNK_0078,"Article 4(6)(b) is also understood as covering persons engaged in designing an aircraft, or any equipment or part thereof under the oversight of a Member State or of EASA, who are in charge of the process to identify unsafe or potential unsafe conditions in the context of the continuing airworthiness of their products under the Commission Regulation (EU) No 748/2012 but not subject to any certification or approval under such Regulation.",ARTICLE,7,auto_mapped,legacy_contained_by_parent,GM_EU_376_2014_SEC_2_2,GM 2.2,0.938502,0.795008,1.0,0.282284,GM_EU_376_2014_SEC_2_2;EU_376_2014_RECITALS;EU_376_2014_ART_4;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_2_3
CHUNK_0079,"Article 4(6)(c) is understood as applying to the person responsible for the airworthiness review performed in accordance with Annex I (Part M), M.A.710 of Regulation (EU) No 1321/2014, or the person responsible for the release to service in accordance with Annex I (Part M), M.A.801, M.A.802 or M.A.803 or Annex II (Part-145) 145.A.50 of Commission Regulation (EU) No 1321/2014.",ARTICLE,0,auto_mapped,legacy_contained_by_parent,GM_EU_376_2014_SEC_2_2,GM 2.2,0.847164,0.490548,1.0,0.315824,GM_EU_376_2014_SEC_2_2;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_3;EU_376_2014_ART_4;EU_2015_1018_ANNEX_I
CHUNK_0080,Article 4(6)(d) is understood as applying to a person who performs a function which requires him to be authorised by a Member State as a staff member of an air traffic service provider entrusted with responsibilities related to air navigation services or as a flight information service officer.,ARTICLE,3,auto_mapped,legacy_contained_by_parent,GM_EU_376_2014_SEC_2_2,GM 2.2,0.885159,0.617196,1.0,0.21322,GM_EU_376_2014_SEC_2_2;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_3_16;GM_EU_376_2014_SEC_4_7
CHUNK_0081,"Article 4(6)(e) is understood as applying to a person who performs a function connected with the safety management of an airport to which Regulation (EC) No 1008/2008 applies. This covers the Safety Manager of aerodromes certified under Commission Regulation (EU) No 139/2014, the equivalent responsible person of those aerodromes not certified under Commission Regulation (EU) No 139/2014 but covered by Regulation (EC) No 1008/2008, as well as any person who can actively contribute to the safety management of an aerodrome covered by Regulation (EC) No 1008/2008.",ARTICLE,3,auto_mapped,legacy_contained_by_parent,GM_EU_376_2014_SEC_2_2,GM 2.2,0.871604,0.572013,1.0,0.154591,GM_EU_376_2014_SEC_2_2;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_2_3;GM_EU_376_2014_SEC_3_16
CHUNK_0082,GM to Reg. (EU) No 376/2014 and its IRs [12],GM,2,review_required,fuzzy_review,GM_EU_376_2014_SEC_2_3,GM 2.3,0.997206,0.990688,1.0,0.317152,GM_EU_376_2014_SEC_2_3;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_2;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_3_7
CHUNK_0083,GM to Reg. (EU) No 376/2014 and its IRs [13],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_2_4,GM 2.4,1.0,1.0,1.0,0.231292,GM_EU_376_2014_SEC_2_4;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_2_2;GM_EU_376_2014_SEC_2_3
CHUNK_0084,GM to Reg. (EU) No 376/2014 and its IRs [14],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_2_5,GM 2.5,1.0,1.0,1.0,0.210409,GM_EU_376_2014_SEC_2_5;GM_EU_376_2014_SEC_2_2;GM_EU_376_2014_SEC_2_3;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13
CHUNK_0085,GM to Reg. (EU) No 376/2014 and its IRs [15],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_2_6,GM 2.6,1.0,1.0,1.0,0.208854,GM_EU_376_2014_SEC_2_6;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_2_2;GM_EU_376_2014_SEC_4_7
CHUNK_0086,GM to Reg. (EU) No 376/2014 and its IRs [16],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_2_7,GM 2.7,1.0,1.0,1.0,0.242339,GM_EU_376_2014_SEC_2_7;GM_EU_376_2014_SEC_2_2;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_2_3
CHUNK_0087,GM to Reg. (EU) No 376/2014 and its IRs [17],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_2_8,GM 2.8,1.0,1.0,1.0,0.170054,GM_EU_376_2014_SEC_2_8;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_2_2;GM_EU_376_2014_SEC_3_16
CHUNK_0088,GM to Reg. (EU) No 376/2014 and its IRs [18],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_2_9,GM 2.9,1.0,1.0,1.0,0.285379,GM_EU_376_2014_SEC_2_9;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_2;GM_EU_376_2014_SEC_3_4;GM_EU_376_2014_SEC_2_13
CHUNK_0089,GM to Reg. (EU) No 376/2014 and its IRs [19],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_2_10,GM 2.10,1.0,1.0,1.0,0.129921,GM_EU_376_2014_SEC_2_10;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_2_2;GM_EU_376_2014_SEC_2_3
CHUNK_0090,GM to Reg. (EU) No 376/2014 and its IRs [20],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_2_11,GM 2.11,1.0,1.0,1.0,0.238374,GM_EU_376_2014_SEC_2_11;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_3;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_2_2
CHUNK_0091,GM to Reg. (EU) No 376/2014 and its IRs [21],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_2_12,GM 2.12,1.0,1.0,1.0,0.18019,GM_EU_376_2014_SEC_2_12;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_4_7;GM_EU_376_2014_SEC_3_16;GM_EU_376_2014_SEC_2_13
CHUNK_0092,GM to Reg. (EU) No 376/2014 and its IRs [22],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_2_13,GM 2.13,1.0,1.0,1.0,0.22445,GM_EU_376_2014_SEC_2_13;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_3_16;GM_EU_376_2014_SEC_4_7;GM_EU_376_2014_SEC_5_9
CHUNK_0093,GM to Reg. (EU) No 376/2014 and its IRs [23],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_2_14,GM 2.14,1.0,1.0,1.0,0.241352,GM_EU_376_2014_SEC_2_14;GM_EU_376_2014_SEC_2_13;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_3_16;EU_376_2014_ART_16
CHUNK_0094,GM to Reg. (EU) No 376/2014 and its IRs [24],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_3_1,GM 3.1,1.0,1.0,1.0,0.157192,GM_EU_376_2014_SEC_3_1;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_1_1;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_3_7
CHUNK_0095,GM to Reg. (EU) No 376/2014 and its IRs [25],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_3_2,GM 3.2,1.0,1.0,1.0,0.257533,GM_EU_376_2014_SEC_3_2;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_4_7;GM_EU_376_2014_SEC_3_7
CHUNK_0096,GM to Reg. (EU) No 376/2014 and its IRs [26],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_3_3,GM 3.3,1.0,1.0,1.0,0.246772,GM_EU_376_2014_SEC_3_3;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_2_2;GM_EU_376_2014_SEC_3_16;EU_376_2014_RECITALS
CHUNK_0097,GM to Reg. (EU) No 376/2014 and its IRs [27],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_3_4,GM 3.4,1.0,1.0,1.0,0.288865,GM_EU_376_2014_SEC_3_4;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_3_7;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_2_2
CHUNK_0098,GM to Reg. (EU) No 376/2014 and its IRs [28],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_3_5,GM 3.5,1.0,1.0,1.0,0.157862,GM_EU_376_2014_SEC_3_5;GM_EU_376_2014_SEC_2_3;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_3_7;GM_EU_376_2014_SEC_3_15
CHUNK_0099,GM to Reg. (EU) No 376/2014 and its IRs [29],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_3_6,GM 3.6,1.0,1.0,1.0,0.210629,GM_EU_376_2014_SEC_3_6;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_3;GM_EU_376_2014_SEC_2_2;GM_EU_376_2014_SEC_2_13
CHUNK_0100,GM to Reg. (EU) No 376/2014 and its IRs [30],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_3_7,GM 3.7,1.0,1.0,1.0,0.269391,GM_EU_376_2014_SEC_3_7;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_2_3;GM_EU_376_2014_SEC_3_16
CHUNK_0101,GM to Reg. (EU) No 376/2014 and its IRs [31],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_3_8,GM 3.8,1.0,1.0,1.0,0.279234,GM_EU_376_2014_SEC_3_8;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_2;GM_EU_376_2014_SEC_3_7;GM_EU_376_2014_SEC_2_13
CHUNK_0102,GM to Reg. (EU) No 376/2014 and its IRs [32],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_3_9,GM 3.9,1.0,1.0,1.0,0.221741,GM_EU_376_2014_SEC_3_9;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_3_7;GM_EU_376_2014_SEC_3_16
CHUNK_0103,GM to Reg. (EU) No 376/2014 and its IRs [33],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_3_10,GM 3.10,1.0,1.0,1.0,0.318867,GM_EU_376_2014_SEC_3_10;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_3_16;GM_EU_376_2014_SEC_2_2
CHUNK_0104,GM to Reg. (EU) No 376/2014 and its IRs [34],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_3_11,GM 3.11,1.0,1.0,1.0,0.237664,GM_EU_376_2014_SEC_3_11;GM_EU_376_2014_SEC_3_10;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_3;GM_EU_376_2014_SEC_3_9
CHUNK_0105,GM to Reg. (EU) No 376/2014 and its IRs [35],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_3_12,GM 3.12,1.0,1.0,1.0,0.283731,GM_EU_376_2014_SEC_3_12;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_3;GM_EU_376_2014_SEC_2_2;GM_EU_376_2014_SEC_2_13
CHUNK_0106,GM to Reg. (EU) No 376/2014 and its IRs [36],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_3_13,GM 3.13,1.0,1.0,1.0,0.213498,GM_EU_376_2014_SEC_3_13;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_4_5;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_3_7
CHUNK_0107,GM to Reg. (EU) No 376/2014 and its IRs [37],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_3_14,GM 3.14,1.0,1.0,1.0,0.192258,GM_EU_376_2014_SEC_3_14;GM_EU_376_2014_SEC_4_5;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;EU_376_2014_ART_7
CHUNK_0108,GM to Reg. (EU) No 376/2014 and its IRs [38],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_3_15,GM 3.15,1.0,1.0,1.0,0.169947,GM_EU_376_2014_SEC_3_15;GM_EU_376_2014_SEC_3_7;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_3_16
CHUNK_0109,GM to Reg. (EU) No 376/2014 and its IRs [39],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_3_16,GM 3.16,1.0,1.0,1.0,0.05959,GM_EU_376_2014_SEC_3_16;GM_EU_376_2014_SEC_2_13;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_4_7;GM_EU_376_2014_SEC_5_9
CHUNK_0110,GM to Reg. (EU) No 376/2014 and its IRs [40],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_3_17,GM 3.17,1.0,1.0,1.0,0.270409,GM_EU_376_2014_SEC_3_17;GM_EU_376_2014_SEC_3_2;GM_EU_376_2014_SEC_4_7;GM_EU_376_2014_SEC_2_13;EU_376_2014_RECITALS
CHUNK_0111,GM to Reg. (EU) No 376/2014 and its IRs [41],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_4_1,GM 4.1,1.0,1.0,1.0,0.258832,GM_EU_376_2014_SEC_4_1;GM_EU_376_2014_SEC_3_7;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_3;GM_EU_376_2014_SEC_3_4
CHUNK_0112,GM to Reg. (EU) No 376/2014 and its IRs [42],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_4_2,GM 4.2,1.0,1.0,1.0,0.21084,GM_EU_376_2014_SEC_4_2;GM_EU_376_2014_SEC_3_7;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_2_3
CHUNK_0113,GM to Reg. (EU) No 376/2014 and its IRs [43],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_4_3,GM 4.3,1.0,1.0,1.0,0.212962,GM_EU_376_2014_SEC_4_3;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_4_7;GM_EU_376_2014_SEC_3_7
CHUNK_0114,GM to Reg. (EU) No 376/2014 and its IRs [44],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_4_4,GM 4.4,1.0,1.0,1.0,0.224062,GM_EU_376_2014_SEC_4_4;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_3_7;GM_EU_376_2014_SEC_3_15;GM_EU_376_2014_SEC_2_13
CHUNK_0115,GM to Reg. (EU) No 376/2014 and its IRs [45],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_4_5,GM 4.5,1.0,1.0,1.0,0.238936,GM_EU_376_2014_SEC_4_5;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_4_7;EU_2021_2082_RECITALS
CHUNK_0116,Article 13(8) of Regulation 376/2014 establishes that the competent authority shall have access to the analysis made and actions taken by organisations it is responsible for. This is notably ensured by the obligation for organisations to transfer certain information to their competent authority (Article 13(4) and (5)) and to the possibility for their competent authority to request other information to be transmitted to it.,ARTICLE,3,auto_mapped,legacy_contained_by_parent,GM_EU_376_2014_SEC_4_6,GM 4.6,0.994653,0.982178,1.0,0.231064,GM_EU_376_2014_SEC_4_6;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_3_7;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_3_16
CHUNK_0117,GM to Reg. (EU) No 376/2014 and its IRs [46],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_4_7,GM 4.7,1.0,1.0,1.0,0.088675,GM_EU_376_2014_SEC_4_7;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_3_16;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_5_9
CHUNK_0118,GM to Reg. (EU) No 376/2014 and its IRs [47],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_4_8,GM 4.8,1.0,1.0,1.0,0.209592,GM_EU_376_2014_SEC_4_8;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_4_7;GM_EU_376_2014_SEC_3_16
CHUNK_0119,"Article 16(6) states the principle of proceedings limitations; Article 16(9) establishes the principle of non-prejudice in a corporate context, both principles being subject to the two exceptions mentioned in Article 16(10). Article 16(11) sets the obligation for organisations to adopt, after consulting its staff representatives, internal rules describing how ‘Just Culture’ principles are guaranteed and implemented within that organisation.",ARTICLE,3,auto_mapped,legacy_contained_by_parent,GM_EU_376_2014_SEC_4_9,GM 4.9,0.983597,0.945323,1.0,0.215809,GM_EU_376_2014_SEC_4_9;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_3_16;EU_376_2014_ART_16
CHUNK_0120,GM to Reg. (EU) No 376/2014 and its IRs [48],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_5_1,GM 5.1,1.0,1.0,1.0,0.05854,GM_EU_376_2014_SEC_5_1;GM_EU_376_2014_SEC_2_1;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_1_1;GM_EU_376_2014_SEC_2_13
CHUNK_0121,GM to Reg. (EU) No 376/2014 and its IRs [49],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_5_2,GM 5.2,1.0,1.0,1.0,0.215867,GM_EU_376_2014_SEC_5_2;GM_EU_376_2014_SEC_2_2;EU_376_2014_ART_4;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13
CHUNK_0122,GM to Reg. (EU) No 376/2014 and its IRs [50],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_5_3,GM 5.3,1.0,1.0,1.0,0.036006,GM_EU_376_2014_SEC_5_3;GM_EU_376_2014_SEC_2_3;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_2_2
CHUNK_0123,GM to Reg. (EU) No 376/2014 and its IRs [51],GM,0,auto_mapped,legacy_contained_by_parent,GM_EU_376_2014_SEC_5_4,GM 5.4,0.931337,0.771122,1.0,-0.003929,GM_EU_376_2014_SEC_2_4;GM_EU_376_2014_SEC_5_4;GM_EU_376_2014_SEC_2_2;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_3
CHUNK_0124,"Annex V to Regulation 2015/1018 contains certain occurrences which are factual events easily identifiable such as ‘‘unintentional loss of control’’. In such cases, as soon as the occurrence happens the obligation to report applies. Annex V to Regulation 2015/1018 also includes situations in which a judgement has to be made by the reporter to assess whether the aircraft or its occupants have or might have been endangered. This is for example the following occurrence: ‘‘Any flight which has been performed with an aircraft which was not airworthy, or for which flight preparation was not completed, which has or could have endangered the aircraft, its occupants or any other person’’. In such cases, the occurrence is reportable if the potential reporter has assessed that the aircraft, its occupants or any other person have or might have been endangered. In such situations it is more difficult to identify if the occurrence should be reported.",ANNEX,0,review_required,fuzzy_review,GM_EU_376_2014_SEC_5_4,GM 5.4,0.861861,0.539535,1.0,0.024501,GM_EU_376_2014_SEC_5_4;GM_EU_376_2014_SEC_2_4;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_2_2;GM_EU_376_2014_SEC_4_7
CHUNK_0125,GM to Reg. (EU) No 376/2014 and its IRs [52],GM,0,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_5_5,GM 5.5,1.0,1.0,1.0,0.162975,GM_EU_376_2014_SEC_5_5;GM_EU_376_2014_SEC_2_5;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_3;GM_EU_376_2014_SEC_2_13
CHUNK_0126,GM to Reg. (EU) No 376/2014 and its IRs [53],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_5_6,GM 5.6,1.0,1.0,1.0,0.215873,GM_EU_376_2014_SEC_5_6;GM_EU_376_2014_SEC_2_2;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_4_7
CHUNK_0127,GM to Reg. (EU) No 376/2014 and its IRs [54],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_5_7,GM 5.7,1.0,1.0,1.0,0.228364,GM_EU_376_2014_SEC_5_7;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_2;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_2_3
CHUNK_0128,GM to Reg. (EU) No 376/2014 and its IRs [55],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_5_8,GM 5.8,1.0,1.0,1.0,0.041091,GM_EU_376_2014_SEC_5_8;GM_EU_376_2014_SEC_2_12;GM_EU_376_2014_SEC_4_7;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_2_13
CHUNK_0129,GM to Reg. (EU) No 376/2014 and its IRs [56],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_5_9,GM 5.9,1.0,1.0,1.0,0.009454,GM_EU_376_2014_SEC_5_9;GM_EU_376_2014_SEC_2_13;GM_EU_376_2014_SEC_4_7;GM_EU_376_2014_SEC_3_16;EU_376_2014_RECITALS
CHUNK_0130,GM to Reg. (EU) No 376/2014 and its IRs [57],GM,2,auto_mapped,normalized_equal,GM_EU_376_2014_SEC_5_10,GM 5.10,1.0,1.0,1.0,0.07594,GM_EU_376_2014_SEC_5_10;GM_EU_376_2014_SEC_2_14;GM_EU_376_2014_SEC_2_13;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_4_7
CHUNK_0131,GM to Reg. (EU) No 376/2014 and its IRs [58],GM,2,review_required,fuzzy_review,GM_EU_376_2014_ACRONYMS,GM acronyms,0.847625,0.492082,1.0,0.299937,GM_EU_376_2014_ACRONYMS;EU_376_2014_RECITALS;GM_EU_376_2014_SEC_1_1;GM_EU_376_2014_SEC_2_2;EU_376_2014_ART_4
