qa_id,legacy_source_chunk,gold_citation,parent_id,parent_canonical_citation,mapping_status,mapping_method,match_score,source_token_coverage,review_note
QA_0182,CHUNK_0097,Section 2.2,GM_EU_376_2014_SEC_3_4,GM 3.4,auto_mapped,normalized_equal,1.0,1.0,
QA_0183,CHUNK_0097,Section 2.2,GM_EU_376_2014_SEC_3_4,GM 3.4,auto_mapped,normalized_equal,1.0,1.0,
QA_0184,CHUNK_0098,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_3_5,GM 3.5,auto_mapped,normalized_equal,1.0,1.0,
QA_0185,CHUNK_0098,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_3_5,GM 3.5,auto_mapped,normalized_equal,1.0,1.0,
QA_0186,CHUNK_0099,Recital 4,GM_EU_376_2014_SEC_3_6,GM 3.6,auto_mapped,normalized_equal,1.0,1.0,
QA_0187,CHUNK_0099,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_3_6,GM 3.6,auto_mapped,normalized_equal,1.0,1.0,
QA_0188,CHUNK_0100,Article 4(8) and (9),GM_EU_376_2014_SEC_3_7,GM 3.7,auto_mapped,normalized_equal,1.0,1.0,
QA_0189,CHUNK_0100,Article 5(5) and (6),GM_EU_376_2014_SEC_3_7,GM 3.7,auto_mapped,normalized_equal,1.0,1.0,
QA_0190,CHUNK_0101,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_3_8,GM 3.8,auto_mapped,normalized_equal,1.0,1.0,
QA_0191,CHUNK_0101,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_3_8,GM 3.8,auto_mapped,normalized_equal,1.0,1.0,
QA_0192,CHUNK_0102,Article 7,GM_EU_376_2014_SEC_3_9,GM 3.9,auto_mapped,normalized_equal,1.0,1.0,
QA_0193,CHUNK_0102,Section 3.10,GM_EU_376_2014_SEC_3_9,GM 3.9,auto_mapped,normalized_equal,1.0,1.0,
QA_0194,CHUNK_0103,Article 7(4),GM_EU_376_2014_SEC_3_10,GM 3.10,auto_mapped,normalized_equal,1.0,1.0,
QA_0195,CHUNK_0103,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_3_10,GM 3.10,auto_mapped,normalized_equal,1.0,1.0,
QA_0196,CHUNK_0104,Article 7(4),GM_EU_376_2014_SEC_3_11,GM 3.11,auto_mapped,normalized_equal,1.0,1.0,
QA_0197,CHUNK_0104,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_3_11,GM 3.11,auto_mapped,normalized_equal,1.0,1.0,
QA_0198,CHUNK_0105,Article 7(1),GM_EU_376_2014_SEC_3_12,GM 3.12,auto_mapped,normalized_equal,1.0,1.0,
QA_0199,CHUNK_0105,Annex I,GM_EU_376_2014_SEC_3_12,GM 3.12,auto_mapped,normalized_equal,1.0,1.0,
QA_0200,CHUNK_0106,Article 7(1) and Annex I.1.,GM_EU_376_2014_SEC_3_13,GM 3.13,auto_mapped,normalized_equal,1.0,1.0,
QA_0201,CHUNK_0106,Article 7(2),GM_EU_376_2014_SEC_3_13,GM 3.13,auto_mapped,normalized_equal,1.0,1.0,
QA_0202,CHUNK_0107,Article 7(3),GM_EU_376_2014_SEC_3_14,GM 3.14,auto_mapped,normalized_equal,1.0,1.0,
QA_0203,CHUNK_0107,Article 7(3),GM_EU_376_2014_SEC_3_14,GM 3.14,auto_mapped,normalized_equal,1.0,1.0,
QA_0204,CHUNK_0108,Article 13(4) and (5),GM_EU_376_2014_SEC_3_15,GM 3.15,auto_mapped,normalized_equal,1.0,1.0,
QA_0205,CHUNK_0108,Section 3.7,GM_EU_376_2014_SEC_3_15,GM 3.15,auto_mapped,normalized_equal,1.0,1.0,
QA_0206,CHUNK_0109,Recital 34,GM_EU_376_2014_SEC_3_16,GM 3.16,auto_mapped,normalized_equal,1.0,1.0,
QA_0207,CHUNK_0109,Article 16(10),GM_EU_376_2014_SEC_3_16,GM 3.16,auto_mapped,normalized_equal,1.0,1.0,
QA_0208,CHUNK_0110,"Sections 2.12, 2.13, 4.3, 4.7 and 4.8",GM_EU_376_2014_SEC_3_17,GM 3.17,auto_mapped,normalized_equal,1.0,1.0,
QA_0209,CHUNK_0110,Text,GM_EU_376_2014_SEC_3_17,GM 3.17,auto_mapped,normalized_equal,1.0,1.0,
QA_0210,CHUNK_0111,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_4_1,GM 4.1,auto_mapped,normalized_equal,1.0,1.0,
QA_0211,CHUNK_0111,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_4_1,GM 4.1,auto_mapped,normalized_equal,1.0,1.0,
QA_0212,CHUNK_0112,Section 3.7,GM_EU_376_2014_SEC_4_2,GM 4.2,auto_mapped,normalized_equal,1.0,1.0,
QA_0213,CHUNK_0112,Section 3.7,GM_EU_376_2014_SEC_4_2,GM 4.2,auto_mapped,normalized_equal,1.0,1.0,
QA_0214,CHUNK_0113,"Article 9(1), Article 13(9)",GM_EU_376_2014_SEC_4_3,GM 4.3,auto_mapped,normalized_equal,1.0,1.0,
QA_0215,CHUNK_0113,Article 9(3),GM_EU_376_2014_SEC_4_3,GM 4.3,auto_mapped,normalized_equal,1.0,1.0,
QA_0216,CHUNK_0114,Article 9(1),GM_EU_376_2014_SEC_4_4,GM 4.4,auto_mapped,normalized_equal,1.0,1.0,
QA_0217,CHUNK_0114,Article 13(9),GM_EU_376_2014_SEC_4_4,GM 4.4,auto_mapped,normalized_equal,1.0,1.0,
QA_0218,CHUNK_0115,Article 7,GM_EU_376_2014_SEC_4_5,GM 4.5,auto_mapped,normalized_equal,1.0,1.0,
QA_0219,CHUNK_0115,Article 7(2),GM_EU_376_2014_SEC_4_5,GM 4.5,auto_mapped,normalized_equal,1.0,1.0,
QA_0220,CHUNK_0116,Article 13(8),GM_EU_376_2014_SEC_4_6,GM 4.6,auto_mapped,legacy_contained_by_parent,0.994653,1.0,
QA_0221,CHUNK_0116,Article 13(8),GM_EU_376_2014_SEC_4_6,GM 4.6,auto_mapped,legacy_contained_by_parent,0.994653,1.0,
QA_0222,CHUNK_0116,Article 13(8),GM_EU_376_2014_SEC_4_6,GM 4.6,auto_mapped,legacy_contained_by_parent,0.994653,1.0,
QA_0223,CHUNK_0117,Article 16(5),GM_EU_376_2014_SEC_4_7,GM 4.7,auto_mapped,normalized_equal,1.0,1.0,
QA_0224,CHUNK_0117,Article 16(10),GM_EU_376_2014_SEC_4_7,GM 4.7,auto_mapped,normalized_equal,1.0,1.0,
QA_0225,CHUNK_0118,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_4_8,GM 4.8,auto_mapped,normalized_equal,1.0,1.0,
QA_0226,CHUNK_0118,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_4_8,GM 4.8,auto_mapped,normalized_equal,1.0,1.0,
QA_0227,CHUNK_0119,Article 16(12),GM_EU_376_2014_SEC_4_9,GM 4.9,auto_mapped,legacy_contained_by_parent,0.983597,1.0,
QA_0228,CHUNK_0119,Article 16(12),GM_EU_376_2014_SEC_4_9,GM 4.9,auto_mapped,legacy_contained_by_parent,0.983597,1.0,
QA_0229,CHUNK_0119,Article 16(11),GM_EU_376_2014_SEC_4_9,GM 4.9,auto_mapped,legacy_contained_by_parent,0.983597,1.0,
QA_0230,CHUNK_0120,Section 1.1,GM_EU_376_2014_SEC_5_1,GM 5.1,auto_mapped,normalized_equal,1.0,1.0,
QA_0231,CHUNK_0120,Section 1.1,GM_EU_376_2014_SEC_5_1,GM 5.1,auto_mapped,normalized_equal,1.0,1.0,
QA_0232,CHUNK_0121,Article 4(6)a,GM_EU_376_2014_SEC_5_2,GM 5.2,auto_mapped,normalized_equal,1.0,1.0,
QA_0233,CHUNK_0121,Article 4(6)a,GM_EU_376_2014_SEC_5_2,GM 5.2,auto_mapped,normalized_equal,1.0,1.0,
QA_0234,CHUNK_0122,"Regulation 2015/1018, Annex V",GM_EU_376_2014_SEC_5_3,GM 5.3,auto_mapped,normalized_equal,1.0,1.0,
QA_0235,CHUNK_0122,Article 4(5),GM_EU_376_2014_SEC_5_3,GM 5.3,auto_mapped,normalized_equal,1.0,1.0,
QA_0236,CHUNK_0126,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_5_6,GM 5.6,auto_mapped,normalized_equal,1.0,1.0,
QA_0237,CHUNK_0126,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_5_6,GM 5.6,auto_mapped,normalized_equal,1.0,1.0,
QA_0238,CHUNK_0127,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_5_7,GM 5.7,auto_mapped,normalized_equal,1.0,1.0,
QA_0239,CHUNK_0127,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_5_7,GM 5.7,auto_mapped,normalized_equal,1.0,1.0,
QA_0240,CHUNK_0128,"Article 16(1), (2) and (3) and Recital 35",GM_EU_376_2014_SEC_5_8,GM 5.8,auto_mapped,normalized_equal,1.0,1.0,
QA_0241,CHUNK_0128,"Article 16(1), (2) and (3)",GM_EU_376_2014_SEC_5_8,GM 5.8,auto_mapped,normalized_equal,1.0,1.0,
QA_0242,CHUNK_0129,Article 2,GM_EU_376_2014_SEC_5_9,GM 5.9,auto_mapped,normalized_equal,1.0,1.0,
QA_0243,CHUNK_0129,Article 16(10),GM_EU_376_2014_SEC_5_9,GM 5.9,auto_mapped,normalized_equal,1.0,1.0,
QA_0244,CHUNK_0130,Article 16(12),GM_EU_376_2014_SEC_5_10,GM 5.10,auto_mapped,normalized_equal,1.0,1.0,
QA_0245,CHUNK_0130,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_5_10,GM 5.10,auto_mapped,normalized_equal,1.0,1.0,
QA_0246,CHUNK_0131,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_ACRONYMS,GM acronyms,accepted_manual,qa_override,0.847625,1.0,Acronym table is now a dedicated GM reference parent.
QA_0247,CHUNK_0131,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_ACRONYMS,GM acronyms,accepted_manual,qa_override,0.847625,1.0,Acronym table is now a dedicated GM reference parent.
QA_0248,CHUNK_0015,Article 4(6)(a),EU_376_2014_ART_4,Article 4,auto_mapped,parent_contained_by_legacy,0.996131,0.994553,
QA_0249,CHUNK_0015,Article 4(6)(b),EU_376_2014_ART_4,Article 4,auto_mapped,parent_contained_by_legacy,0.996131,0.994553,
QA_0250,CHUNK_0015,Article 4(6)(a),EU_376_2014_ART_4,Article 4,auto_mapped,parent_contained_by_legacy,0.996131,0.994553,
QA_0251,CHUNK_0015,Article 4(2) and 4(3),EU_376_2014_ART_4,Article 4,auto_mapped,parent_contained_by_legacy,0.996131,0.994553,
QA_0252,CHUNK_0016,Article 5(6),EU_376_2014_ART_5,Article 5,auto_mapped,parent_contained_by_legacy,0.992608,0.989691,
QA_0253,CHUNK_0016,Article 5(4)(a) and Article 4(1),EU_376_2014_ART_5,Article 5,auto_mapped,parent_contained_by_legacy,0.992608,0.989691,
QA_0254,CHUNK_0016,Article 5(5) and Article 5(6),EU_376_2014_ART_5,Article 5,auto_mapped,parent_contained_by_legacy,0.992608,0.989691,
QA_0255,CHUNK_0016,"Article 5(1), Article 5(2), and Article 4(1)",EU_376_2014_ART_5,Article 5,auto_mapped,parent_contained_by_legacy,0.992608,0.989691,
QA_0256,CHUNK_0017,Article 6(2),EU_376_2014_ART_6,Article 6,auto_mapped,parent_contained_by_legacy,0.9937,0.991166,
QA_0257,CHUNK_0017,Article 6(3),EU_376_2014_ART_6,Article 6,auto_mapped,parent_contained_by_legacy,0.9937,0.991166,
QA_0258,CHUNK_0017,Article 6(6) and 6(7),EU_376_2014_ART_6,Article 6,auto_mapped,parent_contained_by_legacy,0.9937,0.991166,
QA_0259,CHUNK_0017,Article 6(9) and 6(10),EU_376_2014_ART_6,Article 6,auto_mapped,parent_contained_by_legacy,0.9937,0.991166,
QA_0260,CHUNK_0018,Article 7(2),EU_376_2014_ART_7,Article 7,auto_mapped,parent_contained_by_legacy,0.991391,0.987952,
QA_0261,CHUNK_0018,Article 7(3),EU_376_2014_ART_7,Article 7,auto_mapped,parent_contained_by_legacy,0.991391,0.987952,
QA_0262,CHUNK_0018,Article 7(5),EU_376_2014_ART_7,Article 7,auto_mapped,parent_contained_by_legacy,0.991391,0.987952,
QA_0263,CHUNK_0018,Article 7(4) and 7(8),EU_376_2014_ART_7,Article 7,auto_mapped,parent_contained_by_legacy,0.991391,0.987952,
QA_0264,CHUNK_0024,Article 13(4) and Article 13(5),EU_376_2014_ART_13,Article 13,auto_mapped,parent_contained_by_legacy,0.995944,0.994286,
QA_0265,CHUNK_0024,Article 13(2),EU_376_2014_ART_13,Article 13,auto_mapped,parent_contained_by_legacy,0.995944,0.994286,
QA_0266,CHUNK_0024,Article 13(5),EU_376_2014_ART_13,Article 13,auto_mapped,parent_contained_by_legacy,0.995944,0.994286,
QA_0267,CHUNK_0024,Article 13(6) and Article 13(1),EU_376_2014_ART_13,Article 13,auto_mapped,parent_contained_by_legacy,0.995944,0.994286,
QA_0268,CHUNK_0025,Article 14(1),EU_376_2014_ART_14,Article 14,auto_mapped,parent_contained_by_legacy,0.98017,0.972527,
QA_0269,CHUNK_0025,Article 14(2) and 14(3),EU_376_2014_ART_14,Article 14,auto_mapped,parent_contained_by_legacy,0.98017,0.972527,
QA_0270,CHUNK_0025,Article 14(4),EU_376_2014_ART_14,Article 14,auto_mapped,parent_contained_by_legacy,0.98017,0.972527,
QA_0271,CHUNK_0025,Article 14(1),EU_376_2014_ART_14,Article 14,auto_mapped,parent_contained_by_legacy,0.98017,0.972527,
QA_0272,CHUNK_0026,Article 15(2),EU_376_2014_ART_15,Article 15,auto_mapped,parent_contained_by_legacy,0.989019,0.984802,
QA_0273,CHUNK_0026,Article 15(1) and Article 15(4),EU_376_2014_ART_15,Article 15,auto_mapped,parent_contained_by_legacy,0.989019,0.984802,
QA_0274,CHUNK_0026,Article 15(3),EU_376_2014_ART_15,Article 15,auto_mapped,parent_contained_by_legacy,0.989019,0.984802,
QA_0275,CHUNK_0026,Article 15(1),EU_376_2014_ART_15,Article 15,auto_mapped,parent_contained_by_legacy,0.989019,0.984802,
QA_0276,CHUNK_0027,Article 16(10),EU_376_2014_ART_16,Article 16,auto_mapped,parent_contained_by_legacy,0.995089,0.993132,
QA_0277,CHUNK_0027,Article 16(3) and Article 16(6),EU_376_2014_ART_16,Article 16,auto_mapped,parent_contained_by_legacy,0.995089,0.993132,
QA_0278,CHUNK_0027,Article 16(11) and Article 16(12),EU_376_2014_ART_16,Article 16,auto_mapped,parent_contained_by_legacy,0.995089,0.993132,
QA_0279,CHUNK_0027,Article 16(6) and Article 16(10),EU_376_2014_ART_16,Article 16,auto_mapped,parent_contained_by_legacy,0.995089,0.993132,
QA_0280,CHUNK_0059,Article 4(1),EU_2021_2082_ART_4,Article 4,auto_mapped,parent_contained_by_legacy,0.972536,0.962963,
QA_0281,CHUNK_0059,Article 4(2),EU_2021_2082_ART_4,Article 4,auto_mapped,parent_contained_by_legacy,0.972536,0.962963,
QA_0282,CHUNK_0059,Article 4(1) and 4(2),EU_2021_2082_ART_4,Article 4,auto_mapped,parent_contained_by_legacy,0.972536,0.962963,
QA_0283,CHUNK_0059,Article 4(2),EU_2021_2082_ART_4,Article 4,auto_mapped,parent_contained_by_legacy,0.972536,0.962963,
QA_0284,CHUNK_0060,Article 5(2),EU_2021_2082_ART_5,Article 5,auto_mapped,parent_contained_by_legacy,0.966163,0.954545,
QA_0285,CHUNK_0060,Article 5(1),EU_2021_2082_ART_5,Article 5,auto_mapped,parent_contained_by_legacy,0.966163,0.954545,
QA_0286,CHUNK_0060,Article 5(1) and 5(2),EU_2021_2082_ART_5,Article 5,auto_mapped,parent_contained_by_legacy,0.966163,0.954545,
QA_0287,CHUNK_0060,Article 5(1) and 5(2),EU_2021_2082_ART_5,Article 5,auto_mapped,parent_contained_by_legacy,0.966163,0.954545,
QA_0288,CHUNK_0075,Article 4(6)(a),GM_EU_376_2014_SEC_2_2,GM 2.2,auto_mapped,legacy_contained_by_parent,0.921363,1.0,
QA_0289,CHUNK_0075,Article 4(6)(a),GM_EU_376_2014_SEC_2_2,GM 2.2,auto_mapped,legacy_contained_by_parent,0.921363,1.0,
QA_0290,CHUNK_0075,Article 4(6)(a),GM_EU_376_2014_SEC_2_2,GM 2.2,auto_mapped,legacy_contained_by_parent,0.921363,1.0,
QA_0291,CHUNK_0075,Article 4(6)(a),GM_EU_376_2014_SEC_2_2,GM 2.2,auto_mapped,legacy_contained_by_parent,0.921363,1.0,
QA_0292,CHUNK_0076,Article 4(6)(b),GM_EU_376_2014_SEC_2_2,GM 2.2,auto_mapped,legacy_contained_by_parent,0.912663,1.0,
QA_0293,CHUNK_0076,Article 4(6)(b) and Commission Regulation (EU) No 748/2012,GM_EU_376_2014_SEC_2_2,GM 2.2,auto_mapped,legacy_contained_by_parent,0.912663,1.0,
QA_0294,CHUNK_0076,Article 4(6)(b),GM_EU_376_2014_SEC_2_2,GM 2.2,auto_mapped,legacy_contained_by_parent,0.912663,1.0,
QA_0295,CHUNK_0076,Commission Regulation (EU) No 748/2012,GM_EU_376_2014_SEC_2_2,GM 2.2,auto_mapped,legacy_contained_by_parent,0.912663,1.0,
QA_0296,CHUNK_0078,Article 4(6)(b),GM_EU_376_2014_SEC_2_2,GM 2.2,auto_mapped,legacy_contained_by_parent,0.938502,1.0,
QA_0297,CHUNK_0078,Article 4(6)(b),GM_EU_376_2014_SEC_2_2,GM 2.2,auto_mapped,legacy_contained_by_parent,0.938502,1.0,
QA_0298,CHUNK_0078,Article 4(6)(b),GM_EU_376_2014_SEC_2_2,GM 2.2,auto_mapped,legacy_contained_by_parent,0.938502,1.0,
QA_0299,CHUNK_0078,Article 4(6)(b),GM_EU_376_2014_SEC_2_2,GM 2.2,auto_mapped,legacy_contained_by_parent,0.938502,1.0,
